Organization,CO2 Emissions
CYON cyon GmbH,36.6
NETCLOUD Netcloud AG,36.6
CISEL Dina IT Solutions SA,36.6
OnTheGo Samuel Aschwanden,36.6
BEDAG Bedag Informatik AG,36.6
LITECOM LITECOM AG,36.6
KNSurselva connecta ag,36.6
INNO Innotronic Ingenieurburo GmbH,36.6
GGAMAUR Genossenschaft GGA Maur,36.6
GRAWEHR Andreas Grawehr,36.6
bfh Berner Fachhochschule,36.6
WINET Winet Voicetec Solutions AG,36.6
EOC Ente Ospedaliero Cantonale,36.6
internezzo Ops One AG,36.6
NETSKIN Netskin GmbH,36.6
Nielsen Nielsen International SA,36.6
Galphanet Philippe Bonvin,36.6
EVOK Altern8 SA,36.6
INFRALY Infraly Ltd liab. Co,36.6
DsNetwork Lucas Dousse,36.6
phoenix Phoenix Systems AG,36.6
RAVANA Sandro Bolliger trading as Bolliger Network Solutions,36.6
LOEWENFELS Loewenfels Partner AG,36.6
xelon Xelon AG,36.6
reinachbl Gemeinde Reinach BL,36.6
INFOGUARD InfoGuard AG,36.6
SLOG Swisslog Holding AG,36.6
Metallumgroup Thommen Services AG,36.6
FENACO fenaco Genossenschaft,36.6
STADTZUERICH Stadt Zuerich,36.6
NEXPHONE Nexphone AG,36.6
inventx_ch Inventx AG,36.6
GASCOMCH GAS&COM AG,36.6
ETATGE ETAT DE GENEVE,36.6
NTH NTH AG,36.6
MSWSI Tridexon AG,36.6
INTERNETGROUP Giga Mobile AG,36.6
OPENBUSINESS Openbusiness S.A.,36.6
ABACUS Abacus Research AG,36.6
AdInsertPlatform Ad Insertion Platform Sarl,36.6
DUKASCOPY Dukascopy Bank SA,36.6
AlpineDC2 AlpineDC SA,36.6
DOLPHIN F24 Schweiz AG,36.6
FIFA Federation Internationale de Football Association (FIFA),36.6
CYBERLINK Cyberlink AG,36.6
VIRTUALTEC Virtualtec Solutions AG,36.6
Aspectra CONVOTIS Swiss Cloud AG,36.6
SWISSIX SwissIX Internet Exchange,36.6
GALLIKER Galliker Transport AG,36.6
ES_OPTIMA Sportradar AG,36.6
Glattwerk Glattwerk AG,36.6
SYSELCLOUD Syselcom Mutuelle Informatique SA,36.6
DBD DR. BAEHLER DROPA AG,36.6
DFINET Cheops Technology Switzerland SA,36.6
COMFONE_GRX_AS Comfone AG,36.6
TRENKA Trenka Informatik AG,36.6
Satlynx_GmbH Signalhorn Trusted Networks GmbH,36.6
hintag HINT AG,36.6
fhvi Association FHV Informatique,36.6
NETCONNECT netconnect AG,36.6
SWISSGOV Swiss Federation represented by FOITT,36.6
DDLN Daedalean AG,36.6
TiZoo TiZoo Sarl,36.6
RULEMATCH RULEMATCH AG,36.6
MAXONY MAXONY Suisse SA,36.6
KLIXA Klixa IT GmbH,36.6
swissns swissns GmbH,36.6
NAZ Nationale Alarmzentrale NEOC,36.6
HXS Hosting eXperts Switzerland AG,36.6
TAGSYSTEMS TAG Systems AG,36.6
TICINOCOM Ticinocom SA,36.6
CLOUDSCALE cloudscale.ch AG,36.6
IPWORLDCOM IP worldcom SA,36.6
CH Regionalmedien AG,36.6
Bank J. Safra Sarasin AG,36.6
ABXnet Abraxas Informatik AG,36.6
International Telecommunication Union,36.6
UBS AG,36.6
TEKNOLOGY TEKNOLOGY SA,36.6
AS_BLUEQUANT BLUEQUANT AG,36.6
ASQUICKNET Kabelfernsehen Bodeli AG,36.6
EXION Exion Networks SA,36.6
AXIANS Axians IT Services AG,36.6
STGALLEN Kantonspolizei St.Gallen,36.6
leuchter Leuchter IT Infrastructure Solutions AG,36.6
Constellium_CH Constellium Switzerland AG,36.6
BABS Fuehrungsunterstuetzungsbasis FUB,36.6
MOBILIAR Schweizerische Mobiliar Versicherungsgesellschaft AG,36.6
SWISSPOSTSOLUTION SPS Switzerland AG,36.6
aity aity AG,36.6
EXIGO Exigo AG,36.6
CDROM Centre de donnees romand SA,36.6
FUTURECOM INGO Zurich AG,36.6
CDISA CDI Conseils et Developpements Informatiques SA,36.6
Banque Pictet & Cie SA,36.6
KRIOS Silicom SA,36.6
TINEXT Tinext Cloud SA,36.6
KSD Informatik Schaffhausen (ITSH),36.6
MEDARTIS Medartis AG,36.6
AET Azienda elettrica ticinese,36.6
Sidarion Sidarion AG,36.6
Assolo Assolo Networks SA,36.6
EBP EBP Schweiz AG,36.6
ALTEA EYRAitservices SA,36.6
Comtrend Kurt Schreckenbauer trading as Comtrend,36.6
TCS Touring Club Suisse,36.6
HiHo HiHo AG,36.6
Hirslanden Hirslanden AG,36.6
andeo Andeo AG,36.6
HsbcPrivate HSBC PB Services (Suisse) SA,36.6
CARDCENTER UBS Card Center AG,36.6
bkw BKW Energie AG,36.6
ello Ello communications S.A.,36.6
Galexis Galexis AG,36.6
ASPRONETIC Pronetic GmbH,36.6
Raiffeisen Schweiz Genossenschaft,36.6
GRPMUT Groupe Mutuel Association,36.6
TPGNET Transports publics genevois,36.6
GERICHTEZH OBERGERICHT DES KANTON ZURICH,36.6
NEWMEDIA Somedia Production AG,36.6
HELVETIA Helvetia Swiss Insurance Company Ltd.,36.6
SWX SIX Swiss Exchange AG,36.6
WEIDMANN WEIDMANN ELECTRICAL TECHNOLOGY AG,36.6
BBP Finastra Switzerland GmbH,36.6
ZUGERKB Zuger Kantonalbank,36.6
ERGON Ergon Informatik AG,36.6
Swissgrid Swissgrid AG,36.6
BUHLERGROUP Buhler AG,36.6
Wagner Wagner AG Informatik Dienstleistungen,36.6
CORNER CORNER BANCA SA,36.6
AIOZG Kanton Zug,36.6
JURA JURA Elektroapparate AG,36.6
metalor Metalor Technologies SA,36.6
PALEXPO Palexpo SA,36.6
UPU Union Postale Universelle,36.6
CIRCUITT EQUANT AG,36.6
Ronal Ronal AG,36.6
ofacgroup Ofac societe cooperative,36.6
Zuercher Kantonalbank,36.6
LUKS Luzerner Kantonsspital,36.6
AS3303 Banque Eric Sturdza SA,36.6
Helsana Helsana Versicherungen AG,36.6
AS_IBKR IBKR Financial Services AG,36.6
TGF The Global Fund to fight AIDS,36.6
SOCAR SOCAR Energy Holdings AG,36.6
DVBERN DV Bern AG,36.6
GMG GMG AG,36.6
SAFEHOSTNET Infrastructure Switzerland Colo Sarl,36.726219621962194
DreamHack Dreamhack AB,37.007032
VAN_GULIK Willem van Gulik,37.37807333333333
FiberDirekt LM Layer and Mesh AB,37.58136230338577
Leonir Remussi KDMNET,37.91833333333333
SKF Sverige AB,38.23431181608272
Altibox_AS Lyse Tele AS,38.29910824415775
TEKNIKBYRAN GlobalConnect AB,38.526239207973596
bitcom Bredbandig IT Communication i Goteborg AB,38.884644393318
ATOS Atos IT Solutions and Services AB,38.98743012849358
AS8659 United Nations International Computing Centre,39.33875
Tietoevry Oyj,39.46281785910705
RGN RGN Holding Ltd.,40.016084000000006
CONAPTO Conapto AB,41.2451305130513
JLCOM JL SYSTEMS SAS,41.653333333333336
STARTELECOM S.A.,42.27111111111111
THREEFOURTEEN Three Fourteen SASU,42.285
AS_TSUKERU Romain Lecat,42.91666666666667
NAO Net at Once Sweden AB,42.98533333333333
WIND NET S.A.,43.14166666666666
Xefi XEFI LYON SAS,43.2397954251672
ALARIG Association Groupe Rennais pour un Internet Fourni de maniere Ouverte et Neutre,43.28466666666666
HWHOST Association HwHost,43.337777777777774
RVI Renault Trucks SAS,43.5112
GIG@NET SOCIEDAD ANONIMA,43.51476190476191
AdeliNovius ADELI SAS,43.61851851851852
JUNET Junet AB,43.78174687304392
NEOCARRIER Neocarrier Communications Sarl,43.82366666666667
itnetfr ITNET TECHNOLOGIES SAS,44.18
IMINGO IMINGO SERVICES,44.18
CAM Montpellier Mediterranee Metropole,44.18
DEFFAYET Nicolas DEFFAYET,44.18
ARTELIAGROUP ARTELIA HOLDING SAS,44.18
REZEL Association Rezel,44.18
takecloud TAKECLOUD SAS,44.18
DYNAMIKCLOUD Dynamik Cloud & Telecom SAS,44.18
soliano SOON THD SAS,44.18
ADVCOM ADVCOM SARL,44.18
jeandelestre Streeming SAS,44.18
CAPLASER CAPLASER SA,44.18
JARWIS Mallory Caldera,44.18
AS_LyreG3 La Lyre du G3,44.18
CYBERPROTECT Cyberprotect SAS,44.18
SERC SICAE DU CARMAUSIN SA,44.18
tiersbox Tiersbox SCOP,44.18
"perchey Association ""Gitoyen""",44.18
XSALTO35667 Alpilink Cloud S.A.S.,44.18
Winamax Winamax SAS,44.18
Generali Vie SA,44.18
VALARS VALARS S.A.R.L.,44.18
ARCS Association des Radioamateurs de la Corse du sud,44.18
NAMESHIELDGRP NAMESHIELD SAS,44.18
AS60601 Association Neutral Network Lab,44.18
JOHNBERRY John Berry,44.18
Contact Contact,44.18
ATINTERNET APPLIED TECHNOLOGIES INTERNET SAS,44.18
ACORSO networksu sasu,44.18
CEREMA Centre D'etudes Et D'expertise Sur Les Risques L'environnement La Mobilite Et L'amenagement,44.18
PLOPNET Association PLOPNET,44.18
BOSCOP Boscop SC,44.18
PINPINTEL ARTHUR FERNANDEZ,44.18
ALPTIS ALPTIS Assurances SAS,44.18
Timaca TIMACA SARL,44.18
Netsample Netsample SARL,44.18
ERAS ERAS SAS,44.18
Echirolles Commune de Echirolles,44.18
MUSEECONFLUENCE Musee des Confluences EPCC,44.18
APHM Centre Hospitalier Regional de Marseille,44.18
FREEBOXPRO Free Pro SAS,44.18
CIRRA Avem SAS,44.18
CNFPT Centre National de la Fonction Publique Territoriale EPA,44.18
INTESPACE Airbus Defence and Space SAS,44.18
Silvertech Silvernet SARL,44.18
FLKMEDIA FLK Media SARL,44.18
KALANDA SAS KALANDA,44.18
ONEOP Koesio Nord Ouest SAS,44.18
ALINTO Alinto SA,44.18
axiansconnect MASSELIN COMMUNICATION SAS,44.18
ITSVision ITSVision S.A.R.L.,44.18
acesigroup ACESI Group SAS,44.18
MANITOU Manitou BF S.A.,44.18
HubwooSA PROACTIS SA,44.18
APRR APRR SA,44.18
azurip AZUR IP SAS,44.18
KOMEO KOMEO SARL,44.18
NETTEL nettel sas,44.18
OBSERVATOIRE Secretariat General de la Defense et de la Securite Nationale,44.18
DIRRA DIRRA SAS,44.18
"CREIS Association ""Gitoyen""",44.18
ADAY Aday SA,44.18
CERIZ CERIZ SASU,44.18
ILOTH ILOTH,44.18
STORMSHIELD STORMSHIELD SAS,44.18
GIDE Association Gide Loyrette Nouel,44.18
RESOMATIQUE ADISTA SAS,44.18
RENTACLOUD SEROR TECHNOLOGIES SASU,44.18
STIME STIME SAS,44.18
Eyona Eyona SAS,44.18
EVACY Evacy technology SAS,44.18
exaion Exaion SAS,44.18
IPACS IP ACS SARL,44.18
KYXAR Kyxar SARL,44.18
OODRIVE OODRIVE SAS,44.18
OSMOZWARE Osmoz Ware SAS,44.18
INVIVO Union Invivo Union de Cooperatives Agricoles a Capital Variable,44.18
DELUBAC Banque DELUBAC et Cie S.c.s.,44.18
Applixia Applixia SAS,44.18
OXYA Oxya FRANCE SA,44.18
SAHFR1 SoftAtHome SA,44.18
SPARTEO Sparteo SAS,44.18
ZANOX Awin SAS,44.18
SANOFIPASTEUR Sanofi Aventis group SA,44.18
MGE Mangas Gambling Engineering SARL,44.18
ESSILOR ESSILOR International SAS,44.18
Regus Paris SAS,44.18
COFACE Compagnie Francaise d'Assurance pour le Commerce Exterieur S.A.,44.18
GIECB Groupement des cartes bancaires GIE,44.18
STET STET SA,44.18
AMP Aeroport Marseille Provence SA,44.18
VIAPOSTSERVICES Viapost SAS,44.18
ASROVERBA ROVERBA CGS SAS,44.18
Nomios NOMIOS SAS,44.18
KOSC Covage Infra SASU,44.18
TELNC Tel@ndCloud,44.18
ECIS Ecommerce Informatique Services SARL,44.18
ETN IPC FRANCE SA,44.18
WANAGAIN Wan Again SARL,44.18
ipset SARL IPSET,44.18
OVERLAP ITS INTEGRA SAS,44.18
HunterWeb Hunter Web LLC,44.18
FLOREP Paul Flores,44.18
VAULTAURA Gabriel ARGENTIERI,44.18
Aryk ARYK SAS,44.18
ADDREA ADDREA SAS,44.18
Lexprecia Lexprecia SARL,44.18
ziosting ZIOSTING SAS,44.18
BearnIX Association Stolon,44.18
AIF AIRMOB INFRA FULL SASU,44.18
Almond Almond SAS,44.18
BLUEJUNGLE BlueJungle SARL,44.18
DATAOUEST PPI GROUP SAS,44.18
Gard_Fibre_SAS Gard Fibre SAS,44.18
Corsica_Fibra_SAS Corsica Fibra SAS,44.18
AUDAXIS AUDAXIS SAS,44.18
COFIROUTE Cofiroute SA,44.18
Amediasolutions AMEDIASOLUTIONS SARL,44.18
IDS GROUPE PSIH SAS,44.18
SYVIK CRIANN Association declaree,44.18
PROGINOV SAS PROGINOV,44.18
NEXTRADIOTV Next Radio TV SAS,44.18
Cirsonet CTRE INFORMATIQUE RECOUVREMENT SUD OUEST,44.18
LACOUR LACOUR CONCEPT SAS,44.18
MONEXT MONEXT SAS,44.18
AXIALYS Axialys SAS,44.18
ONCLOUD OnCloud SAS,44.18
CUSTRASBOURG Ville et Eurometropole de Strasbourg,44.18
Tubeo Communaute de Communes du Pays de Bitche,44.18
SymphonyEYCFrance SymphonyEYC France SAS,44.18
decta SIA Decta,44.18
IMS3 Caisse Nationale des Allocations Familiales (CNAF),44.18
BLACHERE Holding Bernard Blachere SAS,44.18
as_linksip KOESIO Networks SAS,44.18
communedelyon COMMUNE DE LYON,44.18
EtherLinx Association ETHERLINX,44.18
Solidheberg Association Solidheberg,44.18
LANESTEL LANESTEL SARL,44.18
Angelinks XEFI LYON SAS,44.18
IILYO HOPLA SASU,44.18
Nexway Nexway SAS,44.18
HTSENSE HTSENSE SASU,44.18
VIPARIS VIPARIS LE PALAIS DES CONGRES DE PARIS SAS,44.18
GTO GROUPE TELECOMS DE L OUEST SAS,44.18
ALPESYS KOESIO Networks SAS,44.18
aurus KOESIO Networks SAS,44.18
Available Koesio Corporate Technologies SAS,44.18
NIIT NIIT SASU,44.18
Octogency_Network OctoGency SARL,44.18
DARVA Darva (Developpement D'applications Sur Reseaux a Valeur Ajoutee) SAS,44.18
RLGINFO RLG INFORMATIQUE SAS,44.18
INETWORKS VA TELECOM SAS,44.18
EXPERTISEFRANCE Agence Francaise d'Expertise Technique Internationale ET,44.18
hostelyon zColo France SAS,44.18
LAZAWAN Guillaume ROBIER,44.18
EPITA ASSO EPITA,44.18
ETNA ETNA SARL,44.18
Julien_BELLIER Julien Bellier,44.18
Association_CLIENTXCMS Association CLIENTXCMS,44.18
YORKHOST Association YORKHOST,44.18
comnot Comnot S.A.S.,44.18
TelandGo PE Beauchiere Remy,44.18
RexelFR REXEL FRANCE SASU,44.18
Treefaz TREEFAZ SASU,44.18
one Open Networks Engineering SAS,44.18
FR2ISR Ingenierie Informatique Systeme Et Reseau SARL,44.18
Algathia ALGATHIA SASU,44.18
STJ STJ SAS,44.18
ATR Avions de Transport Regional GIE,44.18
Serveurcom UNYC SAS,44.18
OpenIP Destiny France Partenaires SAS,44.18
CONCENTRICSKY,44.18
COMUTO Comuto SA,44.18
DIS EasyTeam SAS,44.18
EPEXSPOT EPEX SPOT S.E.,44.18
NBS CELESTE SAS,44.18
networksu networksu sasu,44.18
RyD Value IT SAS,44.18
ma2t Ma2t SARL,44.18
LYNQO Association Lynqo,44.18
OWS Axess OnLine SARL,44.18
Oxalide Claranet SAS,44.18
OVEA OVEA SAS,44.18
NETINVENT NETINVENT SAS,44.18
FIBER64 Fiber64 SAS,44.18
STELLARGROUPSAS Stellar Group SAS,44.18
Tec6 Tec6 SARL,44.18
Vyme Savinien Petitjean,44.18
NVHCloud NVHCloud SAS,44.18
AIRMOB AIRMOB SAS,44.18
ACTIRISE ACTIRISE SAS,44.18
MEETSCALE Meetscale SAS,44.18
VIOUSLY VIOUSLY SAS,44.18
LordHosting Association Lordhosting,44.18
gridtelecom GRID TELELECOM SARL,44.18
datailor DATAILOR SAS,44.18
REPORTLINKER ReportLinker SAS,44.18
Innotip INNOTIP SAS,44.18
OPTLINE OPTLINE SERVICE EURL,44.18
ASTERIAN SAS ASTERIAN,44.18
Vates Vates SAS,44.18
ACTIVATEL Activatel SAS,44.18
MiridiaGame Julien CHEVALIER t/a MiridiaGame,44.18
INSEAD Insead Association declaree:,44.18
NEWTECH NEWTECH INTERACTIVE SA,44.18
tcttelecom SCT PARTNER SAS,44.18
INFOGAIR Vincent PAGES,44.18
BLUECOM Bluecom SAS,44.18
AIH ACCESS HEBERGEMENT s.a.r.l.,44.18
ONESYSTEM 01 SYSTEM SRL,44.18
SOITEC Soitec SA,44.18
AIC LASOTEL SAS,44.18
MAGELLAN MAGELLAN SAS,44.18
SOWILO SOWILO NETWORK SARL,44.18
tycloud TY CLOUD SAS,44.18
Epsight EPSIGHT SAS,44.18
NetEntreprise Ctre Reg Traitement Information Lyon,44.18
AURORE Association pour l'union des reseaux des residences etudiantes (AURORE),44.18
cirtilnet AGENCE CENTRALE DES ORGANISMES DE SECURITE SOCIALE,44.18
NETBARISTA Netbarista SASU,44.18
BOURSEDIRECT BOURSE DIRECT SA,44.18
SCOOPIT MELTWATER FRANCE SAS,44.18
ASN Alexandre Schifano,44.18
AFD Agence Francaise de Developpement EPIC,44.18
TERANET2 CELESTE SAS,44.18
CHOJINCORP Chojin Corp Association Declaree,44.18
JSFB Elkaim Elie,44.18
GeeknodeAS GEEKNODE Association,44.18
YPOK YPOK SAS,44.18
GROUPAMA GROUPAMA SUPPORTS ET SERVICES,44.18
BLUEGIX Linkt SAS,44.18
MCT MCT SARL,44.18
PauLLA PAU LOGICIELS LIBRES ASSOCIATION (PAULLA),44.18
FACILITEAM Faciliteam SARL,44.18
Opteamip INFORMATIQUE MAINTENANCE SERVICES SAS,44.18
OC35 OUEST CONSULTING SARL,44.18
GALOPTELECOM Nomotech SAS,44.18
FreshPerf Association FreshPerf,44.18
ZKILLU Zkillu SAS,44.18
AdKyNet AdKyNet SAS,44.18
WSHOP WSHOP SASU,44.18
BUCKLOG Bucklog SARL,44.18
I2SNETWORK I2SNETWORK SAS,44.18
BULLIONET FBW NETWORKS SAS,44.18
CCIAG COMPAGNIE DE CHAUFFAGE INTERCOMMUNALE DE L'AGGLOMERATION GRENOBLOISE S.E.M.L.,44.18
MARMITES MARMITES SARL,44.18
HEXANODE Hexanode SARL,44.18
qotico QOTICO TELECOM SAS,44.18
PRIZZINFRA PRIZZ INFRASTRUCTURE SAS,44.18
NETINTACT Sandvine Sweden AB,44.18
INFRARINOX ESTEBAN ROCHE,44.18
OZONE Nomotech SAS,44.18
INFRASH Alexandre PELISSIER,44.18
ESIEA Groupe ESIEA Association declaree,44.18
RESEL Association ResEl,44.18
SDIS64 SCE DEPARTEMENTAL INCENDIE ET SECOURS,44.18
Savoye SAVOYE SASU,44.18
AWNET Strong Blue Conseil & Telecom SASU,44.18
ASFTVEN France Televisions SA,44.18
GAMAC GAMAC S.A.R.L.,44.18
CRANS Association Crans,44.18
ETC SAS COMMUNICATION INTERACTIVE,44.18
Wesy Wesy S.A.S,44.18
ENES REGIE MUNICIPALE D'ELECTRICITE DE CREUTZWALD,44.18
ATAXYA Cecile Morange,44.18
telli TELLI SAS,44.18
NOMOSPHERE Nomotech SAS,44.18
GOFILE Wojtek SASU,44.18
Voxity Nomotech SAS,44.18
REVTELECOM REVTELECOM GROUP SAS,44.18
sqysoft Tellam Holding,44.18
a6telecom Mediacall SAS,44.18
APINET SAS APINET,44.18
OPTIMACONCEPT OPTIMA CONCEPT SARL,44.18
Zetark ZETARK SAS,44.18
NETSYST NETSYST SAS,44.18
novacio NOVACIO SASU,44.18
xynergy Xynergy Groupe SAS,44.18
AS_FR_BANDAINAMCOENT BANDAI NAMCO HOLDINGS EUROPE SAS,44.18
rnitelco Riviera Networks Inc SAS,44.18
as_azylis AZYLIS SARL,44.18
PROLIVAL Prolival SA,44.18
Kappalys Kappalys Sarl,44.18
as_gpl GPLExpert SARL,44.18
VIDEAS VIDEAS SAS,44.18
AERLINK AERLINK SARL,44.18
ADVSCHEMA ADVANCED SCHEMA SAS,44.18
DKT2 LEBLANC COULON SARL,44.18
UNIXO_OPTIMA Unixo SARL,44.18
FMI FMI TELECOM SRL,44.18
PVCP GIE PVCP Services,44.18
NP6 NP6 Solutions SASU,44.18
DINAO DINAO SARL,44.18
Devanlay LACOSTE OPERATIONS S.A.,44.18
Unikloud UNIKLOUD SAS,44.18
PMENGINEERING PM Engineering SARL,44.18
ASORGDS234 DELETEC SARL,44.18
CELYA CELYA SAS,44.18
NEXT2i NEXT2i SARL,44.18
VSCT SNCF Connect & Tech Services SASU,44.18
FAIMAISON Association FAImaison,44.18
SAB_SYSTEM SAB SYSTEM SASU,44.18
LUGOS LUGOS SAS,44.18
OCBHoney Orange S.A.,44.18
SAP_SE_PAR SAP SE,44.18
TECHNIPNET T.en Net SAS,44.18
BSSnet ELKEM SILICONES France SAS,44.18
kepler Kepler Cheuvreux SA,44.18
SESAN SESAN SERVICE NUMERIQUE DE SANTE GCS,44.18
SNRM Softway Medical SAS,44.18
CRT Linkt SAS,44.18
CMIN C'Chartres Innovations Numeriques SEM,44.18
AS8784 Odigo SASU,44.18
DYNFI DynFi Sarl,44.18
Kissgroup KISSGROUP SAS,44.18
NebiusPA10 Nebius B.V.,44.18
RAS Reseaux Administration Services SAS,44.18
ADRESEAU ADReseau SAS,44.18
Telyo Telyo SAS,44.18
EVERDATA EVERDATA SAS,44.18
CLHosting CL Hosting SAS,44.18
SIHM SYSTEMES INFORMATION HARMONIE MUTUELLES SIHM,44.18
pcalacarte PC A LA CARTE SASU,44.18
KEYNIT KEYNIT SAS,44.18
SOCODI SOCIETE CORSE DE DISTRIBUTION SAS,44.18
EHOLINK EHO.LINK SAS,44.18
AtlasIP Prime creation events SAS,44.18
QOONTOO QOONTOO SAS,44.18
NATEIS NATEIS EURL,44.18
sitpi SYNDICAT INTERCOMMUNAL POUR LES TELECOMMUNICATIONS ET LES PRESTATIONS INFORMATIQUES,44.18
strongblue Strong Blue Conseil & Telecom SASU,44.18
MINDBAZ MINDBAZ SAS,44.18
aliasys ALIASYS SAS,44.18
ADEO ADEO SERVICES SA,44.18
NGCLOUD NG Cloud SAS,44.18
ARUMTEC ARUM TECHNOLOGIES,44.18
REALNOT ADSN Association declaree,44.18
MEDIAPOST Mediaposte SAS,44.18
ELIONIS OPHOS SYSTEM SARL,44.18
RUBIXDATACENTER RUBIX DATACENTER SAS,44.18
Bretagnetelecom BRETAGNE TELECOM SASU,44.18
IzarLink1 IZARLINK SAS,44.18
WENGO MYBESTPRO SAS,44.18
HELPLINE Helpline SAS,44.18
MAPPY Mappy SA,44.18
ASIPTEL FRANCHE COMTE NET SAS,44.18
VIADIALOG Via.io SARL,44.18
NITROSERV ASCANIO SASAU,44.18
gffnet Generale Frigorifique SAS,44.18
Expereo_France EXPEREO FRANCE SASU,44.18
Netensia Netensia SARL,44.18
DIATEM Diatem SAS,44.18
IPEFIX IPEFIX SARL,44.18
CELEONET Celeonet SAS,44.18
BEDROCK Bedrock SAS,44.18
Axians_Cloud_Services_Provider APX Integration SASU,44.18
NOVSO Novso SARL,44.18
ACTIMAGE Actimage Consulting SAS,44.18
EASYTEAM EasyTeam SAS,44.18
NFRANCE NFrance Conseil,44.18
VIALIS Vialis SEM,44.18
DRI DRI SAS,44.18
BDF Banque de France,44.18
DEVERYWARE DEVERYWARE S.A.,44.18
Datacampus Datacampus SAS,44.18
MUONA MUONA SAS,44.18
rges REGIE GAZ ELECTRICITE DE SALLANCHES EPIC,44.18
AS_SYNPSH SASU SYNPSH,44.18
INA Institut National de l'Audiovisuel,44.18
DSMI Koesio Corporate Technologies SAS,44.18
PROSOLUCE PROSOLUCE SAS,44.18
BULLGREOSI Bull sas,44.18
SMARTADSERVER EQUATIV SAS,44.18
PROVECTIO PROVECTIO SAS,44.18
XANKOM XANKOM SARL,44.18
ONDIT ADISTA SAS,44.18
NEXYLAN SAS Nexylan,44.18
REZOPOLE France IX Services SASU,44.18
AQUILENET AQUILENET,44.18
ALKANTE Alkante SAS,44.18
Alcatraz KOESIO Networks SAS,44.18
VICAT Vicat SA,44.18
REE Regie Autonome Electric Cable Chauffage EPIC,44.18
GRPHERVE iMDEO SAS,44.18
TRUSTINFO TRUST INFO s.a.r.l.,44.18
HEXATEL HEXATEL SAS,44.18
ARN Association Alsace Reseau Neutre,44.18
ALFUN ALFUN SAS,44.18
vatelecom VA TELECOM SAS,44.18
METROOPTIC Metro Optic SAS,44.18
ISONYS ISONYS SAS,44.18
TERSEDIA Tersedia SAS,44.18
AS_TELWAN TELWAN SAS,44.18
DOTSMART dotSmart SARL,44.18
ops OPS Sarl,44.18
HEXATOM HEXATOM s.a.r.l.,44.18
NETALIS Netalis SAS,44.18
alphasquare Alpha Square SAS,44.18
THECALLR TCLR SAS,44.18
SMCPSAS SMCP Group SAS,44.18
Dior_Couture Christian Dior Couture SA,44.18
ANILIS Anil Information Systems SARL,44.18
PIXAGILITY PIXAGILITY SAS,44.18
PHOTWB Photoweb SAS,44.18
MANIFONE Manifone SAS,44.18
AS_CEGID_FR_MOP CEGID S.A.,44.18
NC2 XEFI ENGINEERING BY NC2 SAS,44.18
MBQT Sierra Wireless France SAS,44.18
NEOPOST QUADIENT SHIPPING SA,44.18
NEURONESIT Neurones IT SAS,44.18
FTVDN France Televisions SA,44.18
GeodisISSC Geodis IT Infrastructures SAS,44.18
HAVAS Havas SA,44.18
newweb SYNOVO SAS,44.18
metropoledelyon METROPOLE DE LYON,44.18
Groupe_LDLC GROUPE LDLC SA,44.18
CleverCloud Clever Cloud SAS,44.18
SALOMON Salomon S.A.S.,44.18
Tours_DTC THALES DIS FRANCE SAS,44.18
Comlight Comlight SARL,44.18
SGOF Strong Blue Conseil & Telecom SASU,44.18
actasa ACTA SA,44.18
PSIADE PSIADE SARL,44.18
AS_SITEC_CORSICA SOCIETE INFORMATIQUE ET TELEMATIQUE CORSE SEM,44.18
NEXTMAP NXT Initiative SAS,44.18
ASFTV France Televisions SA,44.18
THUASNE THUASNE SAS,44.18
wwt PRIZZ TELECOM SAS,44.18
GLECCCL GL events CITE/CENTRE DE CONGRES/LYON SA,44.18
SOLUSQUARE SOLUSQUARE SAS,44.18
euclyde69 EUCLYDE 69 SAS,44.18
MDM Maisons du Monde France SAS,44.18
AS_AEMS Euronext Technologies SAS,44.18
SKYROCK Telefun SAS,44.18
DOCTISSIMO HACHETTE FILIPACCHI PRESSE SA,44.18
Interfaces Interfaces SAS,44.18
TIMS TIMS Systemes SAS,44.18
WIMIFI Wimifi Systems Telecom and Electronics SARL,44.18
odoip ODOIP SAS,44.18
NEFILI Madeo Consultant SAS,44.18
AIE Altitude Infrastructure Exploitation SAS,44.18
PRIZZTEL PRIZZ TELECOM SAS,44.18
SG_PRIV_CH Societe Generale S.A.,44.18
ARTETV ARTE G.E.I.E.,44.18
PARTECH Partech Innovation SASU,44.18
lagadere_lr_fr Lagardere Ressources SAS,44.18
G0T0 G0T0 S.A.S.,44.18
GENERIX GENERIX GROUP SAS,44.18
ASUBI UBICENTREX SAS,44.18
DATAXION Dataxion SAS,44.18
ADNOV ADNOV SAS,44.18
WISTEE WISTEE SAS,44.18
VCSI VINCI CONSTRUCTION SI SNC,44.18
NOMOTECH Nomotech SAS,44.18
SAVEHO VOIP Telecom SAS,44.18
MOGEIX Association GIXE,44.18
PRISME Orange Business Services SA,44.18
GLOBECAST Orange S.A.,44.18
Auchan Retail International SA,44.18
OAB Orange Business Services SA,44.18
OCB_HONEY_CDN_ASN Orange S.A.,44.18
PROBTP Association de Protection Sociale du Batiment et des Travaux Publics Pro BTP,44.18
madrigall Madrigall SA,44.18
IGLAO FAL GROUP,44.18
Emessage e message wireless information services France SAS,44.18
VIAREZO ASSOCIATION DES RESEAUX DE CENTRALESUPELEC,44.18
Pactoo PACTOO SAS,44.18
