ASN,Organization,CO2 Emissions
55142,NEWBREAK-COMMUNICATIONS-VICKSBURG,383.55
11929,MFAOIL,383.55
393668,STATEFAIRCC,383.55
397092,BAYS-ET-HIGHSPEED,383.55
397479,HUBER-AS-01,383.55
399802,FIBERSMITH-CBLOCK-170-31-11,383.55
18955,TWEA-AS,383.55
40729,ECDC2013,383.55
11245,AS11245,383.55
7754,MCAFEE,383.55
8164,JUNO,383.55
16831,FUJITSU,383.55
23257,IBMCCH-DAL-EQU,383.55
26398,MORAE-GLOBAL-AP,383.55
37935,KYNDRYLINC-AS-AP Kyndryl INC,383.55
132377,ELLUCIANNET-AP Ellucian Company LP,383.55
132428,QDHIPL-AS-AP Quest Diagnostics HTAS India Pvt. Ltd.,383.55
395441,EDGECONNEX-ASN,383.55
54277,SSG,383.55
3613,DELL-BLK,383.55
7055,QIS,383.55
25625,IPAI,383.55
63180,MTESC,383.55
132481,MMCI-AS-AP Marsh & McLennan Companies,383.55
4879,-Reserved AS-,383.55
10497,WORLDBANK,383.55
395914,ADVWIRELESS,383.55
1206,PSCNET-HS-AS,383.55
3503,-Reserved AS-,383.55
393514,NEW-HAMPTON-MUNICIPAL-LIGHT-PLANT-01,383.55
393909,JDL-68,383.55
395675,ECHO-GROUP-INC,383.55
395876,HUXCOMM-01,383.55
396161,DSM-AIRPORT-AUTHORITY,383.55
396264,NOW,383.55
396969,STRADA-COMM,383.55
397305,FMCTC,383.55
397446,MIDWESTFIBERNETWORK-ASN1,383.55
398052,MECHANICSVILLE,383.55
399207,AM-AN-ASN-01,383.55
399530,CIR-DC-02,383.55
399559,ALPINE-PUBLIC-ASN,383.55
399617,DALLAS-COUNTY-DATA,383.55
400152,NEWCOOP-01,383.55
400417,CIPC-CN-01,383.55
400706,HEART-OF-IOWA-UNION,383.55
401310,PMTC-ASN,383.55
8036,UTULSA-AS,383.55
11897,TULSA-COMMUNITY-COLLEGE,383.55
16922,OUHSC-EDU,383.55
17236,TULSAL-74103,383.55
20097,CITY-OF-TULSA,383.55
25776,UNIV-OF-OKLAHOMA,383.55
30116,WNI-NORMAN,383.55
40628,OKLAHOMA-OMES,383.55
54214,CCMH-AS1,383.55
393936,TULSA-COUNTY,383.55
395421,OKSTATE,383.55
63394,EIDG-AS1,383.55
1207,PSCNET-HS-TEST-AS,383.55
62825,WTC-40-AS,383.55
55009,ROUTER12,383.55
4130,UPITT-AS,383.55
11009,CARLOWUNIV,383.55
12118,WVU,383.55
18572,BVIU27,383.55
23102,RMU-EDU,383.55
27604,SETONHILLUNIVERSITY,383.55
33726,GENEVACOLLEGE-AS,383.55
36407,CERT,383.55
3410,CORNELLCOLLEGE,383.55
6141,GRINNELL-MUTUAL-REINSURANCE-COMPANY,383.55
8000,DWX-AS,383.55
11698,WIATEL,383.55
13356,PANORA,383.55
16824,HARLANNET-ASN,383.55
18519,MEDIAPOLIS-TELEPHONE-COMPANY,383.55
19628,MCG-NET-1,383.55
20131,MCFARLANDCLINIC,383.55
20273,WEBSTER-CALHOUN-ASN,383.55
22949,GRINNE-AS,383.55
25711,VMC-PELLA-AS,383.55
26123,ITU-NET-1,383.55
26793,ICS-LLC,383.55
30325,SSTC-NET-1,383.55
33690,AUREON-33690,383.55
33734,MPW-MACHLINK-NET,383.55
36358,CDM-AS,383.55
40837,GLDFLDACCESS,383.55
46892,WINNE-IPV4-1,383.55
54374,WMTA,383.55
62643,EVERTEK,383.55
14349,EVERGY-METRO-ASN-1,383.55
396065,DKM7-ARIN,383.55
396979,OSD-ASN-1,383.55
16716,LIVINGSTON-AS,383.55
17093,FAIRPOINT,383.55
19201,ETC,383.55
31859,ANGELINA-COUNTY,383.55
33128,APOG-TOW,383.55
63325,CARRIAGESERVICESAS,383.55
394742,INU,383.55
395183,ETEC-CORP-AS,383.55
395868,FBISD-ASNONE,383.55
398162,PANOLA-COLLEGE,383.55
398260,ENERMUSCLE-ASN,383.55
399388,DCTEXAS,383.55
14149,ICONFITNESS-MAIN,383.55
14808,CITY-OF-LUFKIN-TEXAS,383.55
1416,CHICAGO-PUBLIC-SCHOOLS,383.55
10308,NEIUNET,383.55
11417,NIU,383.55
15118,SIUMED,383.55
15337,WRHARPER,383.55
17196,COD-GE-IL,383.55
22272,-Reserved AS-,383.55
22666,GBHSD,383.55
22887,WIU-AS,383.55
22978,GSU,383.55
23427,GLENBARD-HSD87,383.55
26255,OAKTONCOMMUNITYCOLLEGE,383.55
29885,UCHHS-AS,383.55
32294,CITY-OF-CHAMPAIGN-IL,383.55
1702,CCHICAGO-STATE-UNIVERSITY,383.55
4900,ASN1,383.55
53467,SRH,383.55
19530,NDIN-STATE,383.55
18527,HAGC-ASN,383.55
19263,CBAD-NET,383.55
19266,TOTES-ISOTONER,383.55
20416,GCC-01,383.55
20430,AXCESS-FINANCIAL,383.55
22736,-Reserved AS-,383.55
26720,SCHAEFFERS-INVESTMENT-RESEARCH,383.55
27608,RIPPECLOUD,383.55
30035,HEAVENWIRE,383.55
36651,CATHOLIC-HEALTHCARE-PARTNERS,383.55
54142,WHITE-CLOUD-COMMUNICATIONS,383.55
62533,AIMS-VTP-,383.55
63115,ROTOASN,383.55
394670,IEL-AS-US-01,383.55
397093,SEH-CDC,383.55
397189,WHISKEYCITY,383.55
399807,MERBIO-01,383.55
400436,KCNA-ASN-01,383.55
401183,STEGEMEYER-NET,383.55
6203,SCIPIO-TECH-6203,383.55
214894,asclo Cloud225 LTD,383.55
63339,AS-VLAYER,383.55
102,NSF-HQ-AS,383.55
3930,FERC-FED-,383.55
36281,BIS-DOC,383.55
39983,PBGC-HQ-AS,383.55
395700,OMB-ASN,383.55
6254,EGGINC,383.55
940,-Reserved AS-,383.55
32344,CSD99,383.55
32464,UICOMP-AS,383.55
33019,WHEATONCOLLEGE,383.55
33460,WAUBONSEE-COMMUNITY-COLLEGE,383.55
399306,PCF-LABS-01,383.55
400719,RJN-SERVICES,383.55
27556,FRACRACKVCLOUD,383.55
53503,NEARFIELDNETWORKS,383.55
400271,INTERCO-ASN01,383.55
11427,TWC-11427-TEXAS,383.55
12271,TWC-12271-NYC,383.55
18890,HOGARTH-WORLDWIDE,383.55
20001,TWC-20001-PACWEST,383.55
24439,NTAMAR-AS-AP MARSHALL ISLANDS NTA ISP AS,383.55
25617,SMITHNEPHEW,383.55
30039,SN4ENDO,383.55
17,PURDUE,383.55
784,HJFNET-AS,383.55
1069,DATACANOPY-IRV01,383.55
1640,TGTEL,383.55
2650,EOP-ASN,383.55
2726,AS-WEBFORMIX,383.55
3925,ICO-SV,383.55
4241,CSFTB,383.55
4503,EGINTERLINK,383.55
4604,HOUSTON-ISD,383.55
4893,RGM-ASN-1,383.55
4997,AFS-WEST,383.55
6129,XAXIS-AS1,383.55
6172,MUSD-INTERNET,383.55
6481,SWRI,383.55
6649,HYAK,383.55
7151,COLOGIX-SV,383.55
397781,EWHEELERINC-01,383.55
15314,JENZABAR-ASN1,383.55
62809,EXPOHL,383.55
35008,KERFUFFLE,383.55
40038,MORAINEVALLEY-NET,383.55
40710,CLC-98-ILLINOIS,383.55
46286,COOK-COUNTY,383.55
53643,MCUSDN-INET,383.55
53695,SIUE,383.55
63056,HOOPESTON-AREA-SCHOOLS,383.55
394026,VOS-ASN1,383.55
394031,SOUTHSUBURBANCOLLEGEOFCOOKCOUNTY,383.55
394241,CUSD186,383.55
394798,CPD-AS,383.55
395433,D214,383.55
397112,ILLINOIS-MATH-SCIENCE,383.55
399842,EA-VICTORIA,383.55
16538,PDC,383.55
26100,NOAA-PACIFIC-REGION-CENTER,383.55
22448,MICRO-SPEC,383.55
399488,DSB,383.55
1620,AS-DOELEGAL,383.55
13352,MTC-ASN,383.55
22638,PHILORCH-ASN,383.55
26142,MANNINGTON-SALEM,383.55
394465,SUSSEXDE-GOV,383.55
6389,BELLSOUTH-NET-BLK,383.55
6419,IDD,383.55
25961,ALYRICA,383.55
27541,FTNET,383.55
30478,AVT,383.55
32522,MULTNOMAH-ESD,383.55
62915,WTECHLINK,383.55
53283,LITWARE,383.55
14428,POMEROY-TECH-01,383.55
11477,GOC-AS,383.55
11069,EGIX-INDY-AS-11069,383.55
20203,FIRST-FINANCIAL-BANK-NA,383.55
23434,SURS,383.55
25660,CTC,383.55
26734,PWR-NET,383.55
400289,AS-MFWIRELESS,383.55
36823,MPHC,383.55
5969,DNIC-ASBLK-05800-06055,383.55
1502,DNIC-ASBLK-01500-01502,383.55
11131,UMBC-AS,383.55
15196,MDDOT,383.55
21767,WASHINGTON-COLLEGE,383.55
22877,UMUC,383.55
30184,RESI-BGP1,383.55
33170,MORGAN-STATE-UNIVERSITY,383.55
36413,LOYOLA,383.55
46543,UMB,383.55
393650,CCBCMD,383.55
394395,TOWSON-UNIVERSITY,383.55
396087,SMCM,383.55
6062,NETPLEX,383.55
6266,ICONN-AS,383.55
8021,PCNET,383.55
10868,DOWNCITY,383.55
1430,BB0-BOSTON,383.55
4133,BITWISE,383.55
4505,WHDH-BOS,383.55
4543,TIMESNET,383.55
12162,DATA-DISTIBUTORS-AS,383.55
13313,BARNES-AND-NOBLE,383.55
19070,EIUNET,383.55
15355,EISLER-,383.55
16402,HKUSA,383.55
11106,WOLFRAM-AS,383.55
397061,HRL-MLB-01,383.55
397091,LASERFICHE-ASN-01,383.55
397121,KAMAN-AS-1,383.55
397632,MOHAVEC-COUNTY,383.55
397700,LXXIX-PROJECT-LAB-01,383.55
397787,MEWUK-NETWORKS,383.55
398023,PVHMC-AS,383.55
398068,ACSC1002,383.55
398124,BLOONO-AS-01,383.55
398200,JTN-COMMUNICATIONS,383.55
398551,CITY-OF-SARASOTA,383.55
398919,HCBOCC-AS,383.55
399047,GIGAPOINTE,383.55
399705,ADVANCED-IS-NET1,383.55
400001,DULUTHTRADING,383.55
400069,SONICSPECTRUM-01,383.55
400657,DACOMM,383.55
401114,COLUMBIACOUNTYWI,383.55
401265,LWR-338,383.55
401366,VOX-FLOW,383.55
401498,ROCSOFT,383.55
22471,MOTEMARINELAB,383.55
25802,WBD-AS25802,383.55
11455,USTR-ASN,383.55
19408,WDS-DENTAL,383.55
25785,REDL-1,383.55
393669,PRIME-HEALTHCARE-AS,383.55
396270,TCSP-PROD-AS,383.55
17224,ATT-CERFNET-BLOCK,383.55
11126,CARLE-ASN,383.55
396066,PASCO-COUNTY-BOCC,383.55
18555,THE-ART-INST,383.55
19794,CEMENTWORKS,383.55
399271,WALTHAM-INTERNET,383.55
400869,BETHLEHEM-AREA-SCHOOL-DISTRICT,383.55
401202,SPL-HQ,383.55
14513,DMACC,383.55
14887,WAV-IA,383.55
22339,UDBQ-1,383.55
26946,KIRKWOOD-COMMUNTIY-COLLEGE,383.55
27316,EICCD,383.55
36634,GREATRIVERHEALTHSYSTEMS,383.55
54150,BMC-LE,383.55
54421,WARTBURG-COLLEGE,383.55
394099,DECORAH-METRONET,383.55
397029,IA-OCIO,383.55
399413,GRMC,383.55
19720,CABLEVISION-CORP,383.55
6130,AIS-WEST,383.55
13751,UAGC,383.55
27644,THREATSTOP,383.55
29819,MIS124,383.55
33737,WEBROOT-ASN1,383.55
53676,EMERALD,383.55
54555,HOSTDUPLEX,383.55
55164,PLUS-1,383.55
6140,TWO-P,383.55
22296,VORSK,383.55
6143,AMERICANREGENT,383.55
6150,NCIFCRF,383.55
3527,NIH-NET,383.55
1067,HC-CB-216,383.55
396833,LASELLCOLLEGE,383.55
19480,CPL,383.55
396494,AS-CITY-OF-ROCKVILLE-MARYLAND,383.55
395583,BETHSS,383.55
20038,ALLENTOWNSD,383.55
21514,LEGACY,383.55
21900,LBPC,383.55
22136,NYCT,383.55
22198,LAFAYE,383.55
25663,PRIDEMOBILITY,383.55
25778,URBAN-INSTITUTE,383.55
26065,ABA-1375,383.55
26699,MUHLENBERG-COLLEGE,383.55
26925,SMART-CITY-DCCC,383.55
27595,COLUM-600,383.55
29828,ANIXTER-INC,383.55
29993,NCC-23-ASN,383.55
33271,NPD-ASN-HQ-01,383.55
33729,JAVITS,383.55
36673,VECTREN63-64-13-1,383.55
39966,GBPHBUMC,383.55
40953,RCW-ASN-01,383.55
46279,TECHPRO-01,383.55
53642,CCUSD-301,383.55
53777,FWPARKER,383.55
54405,MGALE-1,383.55
54521,THE-NATIONAL-GALLERY-OF-ART,383.55
54724,GAITHERSBURGMDGOV,383.55
393674,DEACONESSHOSPITAL,383.55
393683,CURRYCOLLEGE,383.55
393739,AJN-DC-USA,383.55
394534,CITYOFCHICAGO-ASN-01,383.55
394966,DFCU,383.55
395799,SVB,383.55
53677,BOLTHOUSE-FARMS,383.55
14536,ASN-SOL,383.55
15129,GENESEO-IL,383.55
21802,STADION,383.55
21822,JDBS,383.55
21861,-Reserved AS-,383.55
21876,THE-SAVE-MART-COMPANIES,383.55
21884,-Reserved AS-,383.55
21923,CS-AS-NAME,383.55
21930,INFORMATICA,383.55
21943,ASN-ITG-072618,383.55
21954,TELES-27,383.55
21974,FMIC,383.55
22002,SYSTEMS-SOLUTIONS-OF-PADUCAH-INC,383.55
22020,PLANETMAGPIE,383.55
22184,IRIDIUM-SATELLITE,383.55
21794,AMEREN-AS2,383.55
22197,APPS,383.55
22236,UNITEDBANCORP,383.55
22241,IC2NET,383.55
22249,MAXEL-4,383.55
22261,SDCWA-ORG,383.55
22289,CEFCU,383.55
22304,CITY-OF-MARIETTA-GEORGIA,383.55
22358,VERDUGO-FIRE-COMM-CENTER-1,383.55
22495,SIMON-208-0,383.55
22524,SSH-SPBG,383.55
22531,UDI-SMY-01,383.55
22535,EPLINC,383.55
22538,-Reserved AS-,383.55
22600,SFTC-MAIL-FAILOVER,383.55
22209,RUDYS-AS,383.55
21791,HUNTSVILLE-MEMORIAL-HOSPITAL,383.55
21779,HARLANONLINE,383.55
21749,ALBERICI-GROUP,383.55
19621,MID-ASNO,383.55
19663,CASS-STL,383.55
19716,UNITED-SUPERMARKETS,383.55
19760,CALPINE-CORP,383.55
19826,UHS-088,383.55
19845,PEABODY-COAL-ASN,383.55
19957,STATE-OF-TENNESSEE-NETTN,383.55
20057,ATT-MOBILITY-LLC-AS20057,383.55
20066,MSC-SJ-HQ,383.55
20074,PLNU-ASN,383.55
20133,CASS-COL,383.55
20138,CTHS-ASN-20138,383.55
20227,-Reserved AS-,383.55
20240,VENTURAFOODS,383.55
20270,CLEARSKY-SYSTEMS-INC,383.55
20310,ITW-CORPORATE,383.55
20315,MCHENRY-COUNTY-AS1,383.55
20325,PATELCOCU,383.55
20351,PARTS123,383.55
20358,GG-SUGARSHACK,383.55
20408,NTTA,383.55
20442,YNHHSC,383.55
20450,THL16-ASN,383.55
20457,VERDINET-AS-01,383.55
21518,INTEGRIS-HEALTH,383.55
21569,DBU-AS,383.55
21607,LAZERWARE-INC,383.55
21672,CES-HQPA-01,383.55
21710,SLCHA,383.55
22617,SACCOURT,383.55
22700,USFCA,383.55
22715,SALEM-INTERNET,383.55
22763,BGP-DUCKS-INC,383.55
25991,BENDIXCVS,383.55
25993,ATT-LABS-AUSTIN-TX,383.55
25996,FBICJIS,383.55
26064,COFKM,383.55
26078,JRTHOMPSON-NOC,383.55
26131,TMC1,383.55
26144,FISERV-EFT,383.55
26176,AJA,383.55
26239,ATLASAIR,383.55
26295,-Reserved AS-,383.55
26305,ASN-SSM,383.55
26306,THE-KARCHER-GROUP,383.55
26325,TECHCU-AS,383.55
26330,AVFUEL-CORPORATION,383.55
26336,TFHD-INTERNET1,383.55
26454,HENRYSCHEIN,383.55
26463,MISD-NET,383.55
26477,AS-VCU,383.55
26488,SCU-ASN,383.55
26648,MERITENERGY,383.55
26657,NEUROPACE-CORPORATE-SITE,383.55
26674,ARGON-TECHNOLOGIES-INCORPORATED,383.55
26698,PSA-INC,383.55
26748,AS-HSHS,383.55
26758,-Reserved AS-,383.55
26814,ASN-COBNET,383.55
26830,ASN-OPERS,383.55
26841,HIDDEN-VILLA-RANCH,383.55
26854,NYS,383.55
25990,OEC-OSH,383.55
19556,ISOTECH-INC,383.55
25924,GCM,383.55
25876,LADWP-INTERNET,383.55
22769,VSCU-1,383.55
22811,WSGR,383.55
22881,USBANCORP-2,383.55
22998,SWNINET,383.55
23016,SB-TOPEKA,383.55
23025,ASNSTL,383.55
23039,BELLAMB,383.55
23045,ASKOH1,383.55
23082,MPHI,383.55
23094,YELLOWBOOK,383.55
23120,LEGACY-OKC-ASN,383.55
23153,KENNAMETAL,383.55
23156,VG-NET-01,383.55
23271,CITY-OF-WATSONVILLE,383.55
23303,ABTECH-CARLSBAD,383.55
23328,EST-INC-ASN,383.55
23337,ATCE-ASN,383.55
23386,CRYE-LEIKE-REALTORS,383.55
23398,DZSI,383.55
23502,EXECPRO-AS,383.55
23513,WHALEY,383.55
23527,CHRISTCATHEDRALCA,383.55
25632,NORTHBAYHEALTHCARECORP,383.55
25633,DATAMATX-ATL,383.55
25648,PARALLAXSYSTEMS,383.55
25713,AS-DTS,383.55
25714,KCSR-ASN,383.55
25760,MLNX-,383.55
25863,HUNTERENG,383.55
25879,UPHSM-ASN-01,383.55
26867,BGC-NETWORK,383.55
19524,COMERICA-INC,383.55
19449,CONCURRENT,383.55
14450,GEICO01,383.55
14591,STANDARD-PROCESS-INC-1,383.55
14623,LCU-NET,383.55
14625,PGA-TOUR,383.55
14631,EMPIREPAPER-WF,383.55
14654,WAYPORT,383.55
14711,BRKTOOLS,383.55
14748,BIG5CORP,383.55
14850,PACE-SUBURBAN-B,383.55
14888,FNNI-AS14888,383.55
14911,TMGAS,383.55
14946,BMHCC,383.55
15007,TZUCHI,383.55
14425,MENDO-COMMUNITY-NET,383.55
15059,CENLAR-FSB-2020,383.55
15111,HERMANMILLER,383.55
15115,PREMIERE-NETWORKS-15115,383.55
15117,ANHEUSER-BUSCH,383.55
15130,USDOJ-GOV,383.55
15139,PANASONIC,383.55
15147,DHSINETNOC,383.55
15200,-Reserved AS-,383.55
15213,THIGNET,383.55
15300,4IMPRINT,383.55
15304,WASHOE-NET,383.55
15306,WALSWORTH-FULTON,383.55
16398,SMC-GP,383.55
16480,FHMI,383.55
15106,ASN-LENNOX,383.55
14408,AS-EMPIRECLS-SECAUC,383.55
14388,BRONCO-WINE,383.55
14304,TSYS-SDC-CIV,383.55
12114,TEMENOSCLOUDNA,383.55
12153,HBI-ASN1,383.55
12240,-Reserved AS-,383.55
12250,EHSC,383.55
12278,AHMC-DC-01,383.55
13324,EPC-INC,383.55
13346,CENTURION-MEDICAL-PRODUCTS,383.55
13396,LBWL-ASN,383.55
13453,DSRGLOBAL-COM,383.55
13457,13457-WOLVERINE-POWER-SUPPLY,383.55
13567,KMB1,383.55
13612,SYSMEX,383.55
13652,HORIZON-BLUE-CROSS-BLUE-SHIELD-OF-NJ,383.55
13656,WORTHINGTONSTEEL,383.55
13698,SHAWINDUSTRIES,383.55
13740,HYPERNET-AS,383.55
13744,THP-BGP,383.55
13788,USCOURTS,383.55
13814,RCB1936,383.55
13853,ECTISP-AS,383.55
13932,WHHS,383.55
13957,MNAA,383.55
13965,SBCIS-FYTVAR,383.55
13992,SLPT1,383.55
13997,RD-CHI-AS,383.55
14047,FERRIS-MFG-CORP,383.55
14067,FOUROVER-GLN-CA,383.55
14089,CANNET,383.55
14119,PNG-WYO,383.55
16489,WEBSTER,383.55
16508,DESMOND,383.55
16571,KDMC1,383.55
16576,CODEX-STREAMING,383.55
18600,WPIA-NET,383.55
18610,SEQUOIA-AS,383.55
18651,EMANUEL-MEDICAL-CENTER,383.55
18660,KSUONLINE-I2,383.55
18727,DNPS,383.55
18784,MCD-US-ASN,383.55
18793,COM-PAIR-BROADBAND,383.55
18824,WWW-THESEAM,383.55
18834,NETWORKIP,383.55
18952,BVR-AS,383.55
18961,MCLANECO,383.55
18993,AFS147,383.55
19015,GREENPATH,383.55
19048,PEERLESS-PRODUCTS,383.55
19095,GMS-AS,383.55
19111,NBTY1911,383.55
19142,AAFES-NETBLK-ASN,383.55
19173,TEXAS-EXCHANGE-BANK,383.55
19247,AS19247,383.55
19265,MHS-MMC-2401,383.55
19275,INTERVAL,383.55
19307,MONTG-47-AS,383.55
19309,WILLIAMSON-MEDICAL-CENTER-AS,383.55
19314,THERAWLINGSCO-LAGRANGE-KY,383.55
19336,BLAIN-SUPPLY-PRIMARY,383.55
19348,CITY-OF-BRENTWOOD---TENNESSEE,383.55
19412,HASSER-ENTERPRISES-LLC,383.55
19417,CENTR-65-ASN,383.55
19426,HARRIS-COUNTY-ESD11-01,383.55
18595,FPC-ASN,383.55
19483,SBCASI-AKRON-OH-COVLIL,383.55
18569,COMSPECO-NET-1,383.55
18544,NKTR-AS01,383.55
16593,FMCIN,383.55
16717,CRAWKANINTERNET,383.55
16763,TIDEWORKS,383.55
16782,CORELAB-AS,383.55
16816,S-NETCOM,383.55
16873,AS-HARTS,383.55
16878,FOUNDERS,383.55
16886,HEB-AS-PRIMARY,383.55
16914,MBHARCH,383.55
16939,CARETECH-SOLUTIONS,383.55
16961,HIPCS-DALLAS-SERVER-OFFICE,383.55
16969,NEFEC-ASN01,383.55
16994,VISTA-01,383.55
17029,CHP-NET,383.55
17059,MTNBEAM-001,383.55
17062,HPINC,383.55
17064,TISD-VIC,383.55
17092,HHS-IPASN,383.55
17096,SUMMITRACING,383.55
17101,POLA-AS,383.55
17107,GADOT-NET1,383.55
17123,TEAM-HEALTH,383.55
17214,GUIDEWIRE,383.55
17235,COMTIME,383.55
17242,UNIPAC,383.55
17269,NCFB-ASN,383.55
18433,ONESKY-FLIGHT-LLC,383.55
18482,CORASN01,383.55
18531,WISPER-WIFIM,383.55
18556,SCIF,383.55
26907,JFG-RACINE-ASN,383.55
26912,NCH-AS1,383.55
26948,OLCC-AS1,383.55
36835,NMF4L-1500,383.55
36838,INFOIMAGE,383.55
36844,SAWS---SAN-ANTONIO-WATER-SYSTEM,383.55
36862,AS36862,383.55
39936,PAYLOCITY-LAB,383.55
39945,NUSPIRE,383.55
39961,CCSF,383.55
40018,DENDREON-DENDREON-PHARMACEUTICALS-LLC-,383.55
40037,LSR-LLP,383.55
40039,ALPHA-N-OMEGA-AOS-40,383.55
40055,THE-DOUGLAS-STEWART-COMPANY,383.55
40101,FBHS,383.55
40233,SLOM-INC,383.55
36812,MLL-61,383.55
40234,RAPIDPARTS,383.55
40239,PASHA-SNR,383.55
40265,CB-MAIN-INTERNET,383.55
40293,BENEDICTINE-UNIVERSITY,383.55
40346,ACADIAN-AMBULANCE-SERVICE,383.55
40358,TFCU-BLK-1,383.55
40370,BCDTRAVELINET1,383.55
40377,TECHSTREAM,383.55
40425,GLDS-CA,383.55
40458,CMIGNET,383.55
40479,AURORA-HEALTH-CARE,383.55
40485,SSB,383.55
40493,GAYLORD PACIFIC IP MANAGEMENT,383.55
40599,GENTEXCORPORATION,383.55
40236,NMTCDBAMATCOTOOLS,383.55
36807,SAINTFRANCIS-TULSA,383.55
36726,ARROW-INTERNATIONAL,383.55
36655,THORN-36655,383.55
36015,MRHS,383.55
36055,MARKET-STRATEGIES-INTERNATIONAL,383.55
36078,MI-DATACENTER-2019,383.55
36095,FSBANK-1-36095,383.55
36117,RAYMO-18,383.55
36136,ALARMNET,383.55
36157,ACER AMERICA CORPORATION,383.55
36173,KCI,383.55
36178,STEPHENGOULD-CORP,383.55
36215,TYSON-SHARED-SERVICES,383.55
36311,CCU-ATT-01,383.55
36362,MAIL-AMERICA-COMMUNICATIONS-INC,383.55
36364,MHSNET,383.55
36366,LOGIXCOMM-AS5,383.55
36397,PALMETTO-CITIZENS-FCU,383.55
36415,HNSF222,383.55
36418,HAP,383.55
36426,ISOTRASN,383.55
36437,SCC-44,383.55
36451,RIGETTI-BERKELEY-01,383.55
36465,-Reserved AS-,383.55
36477,METHODIST-HEALTH-SYSTEM,383.55
36478,ALLIANTCU,383.55
36482,PLACER-ASN,383.55
36519,CISCO-TTNA,383.55
36525,ALLEGIANCE-HEALTH,383.55
36528,-Reserved AS-,383.55
36542,SERVERNET,383.55
36548,ASCOJ,383.55
40615,BCHD-AS-1,383.55
40658,USM-OK1,383.55
40677,GLOBALAIR-COM,383.55
40684,STCLAIRCCC-AS,383.55
46721,SKYNET-COUNTRY,383.55
46775,DCI,383.55
46776,EDUCATORS-CREDIT-UNION,383.55
46787,RXLINC-INC,383.55
46798,SSCSINC,383.55
46803,GTCR-300NL-1,383.55
46827,SPECTRA-LABORATORIES-EAST,383.55
46828,MILESK-AS1,383.55
46870,NJRNET-2009,383.55
46884,SERVICELINK-2,383.55
46913,-Reserved AS-,383.55
46925,PAVLOVMEDIA-SE,383.55
47024,THE-METROHEALTH-SYSTEM,383.55
47047,LCBS-01,383.55
47082,BSKB-FC-AS,383.55
53249,LAWA-AS,383.55
53293,BGP-SAS-01,383.55
53317,WAKEMED,383.55
53341,PBA4103-AS,383.55
53353,AKRR,383.55
53411,CENTRAL-SERVICE-ASSOCIATION,383.55
53417,RUDOLPHS-INC,383.55
53432,OHRH,383.55
53457,ARROWHEADGENERAL-SD1,383.55
53497,WEBPERCEPTION,383.55
53551,PCS-666,383.55
53617,ECSFI,383.55
53629,CNBT-AS,383.55
53641,TOMALESBAYLAN,383.55
46701,STATE-OF-INDIANA-IOT4,383.55
36010,RBSTARNET1,383.55
46676,SEHEALTH-INTERNET,383.55
46631,CITYOFWHEATON,383.55
40691,CCSBUSINESSSOL,383.55
40726,-Reserved AS-,383.55
40791,COR-ASN,383.55
40795,COUNTY-OF-LAKE,383.55
40801,LEWISU-ROMEOVILLE,383.55
40842,ANB-WF,383.55
40878,ADNS-ASN,383.55
40892,EFTSOURCE2008,383.55
40956,NORTHWOOD-UNIVERSITY,383.55
46086,-Reserved AS-,383.55
46093,PALM-BEACH-COUNTY-FLORIDA,383.55
46121,FTMS-01,383.55
46123,-Reserved AS-,383.55
46134,AAA-MWG-UT,383.55
46153,LOUISVILLE-JEFFERSON-COUNTY-METRO-GOVERNMENT,383.55
46201,COYUBA58,383.55
46209,GHC911,383.55
46214,LEFRED,383.55
46216,ICECONSULTING,383.55
46254,OMNI-NOC,383.55
46319,AAM-ASN1,383.55
46338,CPCL-ASN1,383.55
46341,CPUC-AS-001,383.55
46406,COMONE-SERVICES-LTD,383.55
46481,TOPCO,383.55
46488,BLS-BROADBAND-ASN1,383.55
46490,DMEHOAS,383.55
46520,CA-DOJ,383.55
46605,MGRC,383.55
46669,AMERICAN-PACIFIC-MORTGAGE,383.55
35951,COMTECH-TELECOMMUNICATION-CORP,383.55
35944,MEYER-SOUND,383.55
35931,VIZTEK-HQ,383.55
30229,SE2-BGP-AS,383.55
30232,M3C-AS30232,383.55
30301,INTRUST-WICHITA,383.55
30364,TANMA,383.55
30378,MIRON-CONST-01,383.55
30382,IPTELX,383.55
30424,WEST-JEFFERSON-MEDICAL-CENTER-LOUISIANA,383.55
30442,-Reserved AS-,383.55
30450,CITY-OF-LATHROP,383.55
30485,NASCAR-CLT-PROD,383.55
30553,THOREK-30553,383.55
30554,LEVY-LFS-NET,383.55
30573,OLDSECONDBANCORP,383.55
30586,BOS,383.55
30587,TAI-GEORGETOWN,383.55
30606,BHSF,383.55
30659,OCFL-COMPTROLLER,383.55
30680,FISCOM-COLO5-JAX-FL,383.55
30710,SPECT-19-AS,383.55
31755,VISKASE-COMPANIES-INC-ASN,383.55
31759,LARABIDA,383.55
31779,DEN-SPG-ASN,383.55
31781,-Reserved AS-,383.55
31806,TPW-ASN1,383.55
31812,PBSO-INTERNET,383.55
31817,PSC,383.55
31830,MURRAY-CALLOWAY-COUNTY-HOSPITAL,383.55
31850,PADUCAH-PPPO-ISSC-CONTR-01,383.55
31861,WTAMU,383.55
30187,BROWARD-COUNTY-COMMISION,383.55
31973,WPS-1765DC,383.55
30113,DEMATIC-,383.55
30091,ACCESS-CABLE,383.55
