ASnumber,AS_ID,AS_Organization,CO2_Intensity
22171,22171_IPSV-ASN1,IP Services,383.55
22466,22466_WALLOWA-VALLEY-NETWORKS-LLC,"Wallowa Valley Networks, LLC",383.55
23408,23408_TBI-001,"Trail Blazers, Inc.",383.55
30543,30543_TVCC-5-AS,Treasure Valley Community College,383.55
35929,35929_BLS,Bend-La Pine Schools,383.55
40583,40583_COLUMBIAGORGE-ESD,Columbia Gorge Education Service District,383.55
53607,53607_SDCS-AS1,Synergy Data Center & Services,383.55
62990,62990_STCHARLESHEALTHSYSTEM,"St. Charles Health System, Inc.",383.55
63386,63386_THEGEO-NET,"The Greater Eastern Oregon Network, LLC",383.55
394438,394438_CITY-OF-PRINEVILLE,City of Prineville,383.55
395378,395378_CASCADEDIVIDE-DC,"Cascade Divide Partners, LLC",383.55
397963,397963_DSD2,Dallas School District No. 2,383.55
400239,400239_DESCHUTES,Deschutes County,383.55
400539,400539_HESD,Harney Education Service District Region XVII,383.55
11012,11012_DDC-AS,The Digital Design Company,383.55
53287,53287_5QCLOUD,5Q Cloud,383.55
62504,62504_ACCIONINC-ASN,LiftFund Inc.,383.55
393576,393576_FMA-ALLIANCE-LTD,"FMA Alliance, Ltd.",383.55
399373,399373_GIGCASTAUS-01,Gigcasters LLC,383.55
64251,64251_MTCCC,Monona Terrace Community and Convention Center,383.55
197841,197841_MICHAEL,"Michael Newcomb, Sole Proprietorship",383.55
18748,18748_DAL-B2BVPN,Delta Air Lines,383.55
19944,19944_GRANITEIX-SERVICES,GraniteIX LLC,383.55
61228,61228_BGP-NETWORKS-LLC,BGP NETWORKS LLC,383.55
63232,63232_EDL-MANAGER,"EDL Manager, LLC",383.55
147291,147291_KHALIDGROUP-AS-AP,KHALID GROUP,383.55
213613,213613_BotShield-LTD,BOTSHIELD LTD,383.55
213750,213750_KUXUEYUN-AS,KUXUEYUN LTD,383.55
214053,214053_CLUSTERFAST-AS,ClusterFast Network Limited,383.55
397873,397873_AS-SOLADRIVE,SolaDrive,383.55
401357,401357_SOLID-ROCK-NETWORK,Solid Rock Network LLC,383.55
401562,401562_OOXXLINK,OOXX Link Inc,383.55
401681,401681_COIXIA LLC,Coixia LLC,383.55
215069,215069_oocm,Office of Consensus Maintenance LLC,383.55
401461,401461_ACCELERATE,Accelerate Networks LLC,383.55
401698,401698_NJCL-AS,NORTH JERSEY COMMUNICATIONS LLC,383.55
13785,13785_SMH,SHORE MEMORIAL HOSPITAL,383.55
13931,13931_AS-MH001,MASONIC CHARITY FOUNDATION OF NEW JERSEY,383.55
14529,14529_SJU-5600,Saint Joseph's University,383.55
54472,54472_54472,"South Jersey Radiology Associates, P.A.",383.55
11982,11982_SHWISP,"Sandhills Wireless, LLC",383.55
20279,20279_ESC-REGION12,Education Service Center Region 12,383.55
22180,22180_PRECISION-IT,"PRECISION TECHNOLOGY, INC.",383.55
40197,40197_NBS-72,Nextlink Broadband,383.55
395016,395016_WAKE-WIRELESS,"WAKE WIRELESS, LLC",383.55
32193,32193_AMMON,"City of Ammon, Idaho",383.55
393367,393367_SJMC-TCHD-3,Teton County Hospital District,383.55
394139,394139_MMH,Madison Co Memorial Hospital,383.55
395346,395346_BCI-AS-1,Bonneville County Idaho,383.55
21959,21959_RMI-NETWORK-ATLANTA,Railcar Management Inc,383.55
14691,14691_GLAA,Great Lakes Adventist Academy,383.55
393292,393292_SKIZNET-AS-01,SkizNet,383.55
26327,26327_HIGHLANDS-CABLE,Highlands Cable Group,383.55
401405,401405_CRUSOE-ASN-02,CRUSOE ENERGY SYSTEMS LLC,383.55
26566,26566_AS-SJC44NET,Pal Communications LLC,383.55
11826,11826_RISS2,Regional Information Sharing Systems,383.55
40522,40522_SIMPLE1,"Simple Signal, Inc.",383.55
396658,396658_VRSN-AC50-340,VeriSign Global Registry Services,383.55
396686,396686_VRSN-AC50-340,VeriSign Global Registry Services,383.55
396688,396688_VRSN-AC50-340,VeriSign Global Registry Services,383.55
396690,396690_VRSN-AC50-340,VeriSign Global Registry Services,383.55
396707,396707_VRSN-AC50-340,VeriSign Global Registry Services,383.55
396748,396748_VRSN-AC50-340,VeriSign Global Registry Services,383.55
396761,396761_VRSN-AC50-340,VeriSign Global Registry Services,383.55
33335,33335_HEAVISIDE-HOSTING-GROUP,Heaviside Hosting LLC,383.55
62798,62798_PBB-OPELIKA,"Point Broadband Fiber Holding, LLC",383.55
397872,397872_JBL-ASN-01,"Point Broadband Fiber Holding, LLC",383.55
398101,398101_GO-DADDY-COM-LLC,"GoDaddy.com, LLC",383.55
398785,398785_GO-DADDY-COM-LLC,"GoDaddy.com, LLC",383.55
398789,398789_GO-DADDY-COM-LLC,"GoDaddy.com, LLC",383.55
400749,400749_GO-DADDY-COM-LLC,"GoDaddy.com, LLC",383.55
400753,400753_GO-DADDY-COM-LLC,"GoDaddy.com, LLC",383.55
400754,400754_GO-DADDY-COM-LLC,"GoDaddy.com, LLC",383.55
40632,40632_FGLIFE-COLO1,Fidelity & Guaranty Life,383.55
393267,393267_ATCC,American Type Culture Collection,383.55
397338,397338_EXOSTAR-AVA-02,Exostar LLC,383.55
26632,26632_CONNETRIX-01,Connetrix,383.55
26930,26930_PARALLAX,PureVoltage Hosting Inc.,383.55
44841,44841_Egressif,Egressif LLC,383.55
395101,395101_ISP-CLUSTER-INC,ISP CLUSTER INC,383.55
19264,19264_TELECURVE,"TeleCurve, LLC",383.55
7805,7805_ICD,"ICD GROUP, INC.",383.55
11720,11720_IBCP,Independent Bank Corporation,383.55
11980,11980_BDO-USA-LLP,BDO USA,383.55
12099,12099_OAKWOOD-HEALTHCARE,OAKWOOD HEALTHCARE INC,383.55
14471,14471_AUTOMATED-MEDIA-INC,"Automated Media, Inc.",383.55
14842,14842_BAUD-AS01,"Baudville, Inc.",383.55
26510,26510_FTCH-HQ-ASN,"Fishbeck, Thompson, Carr & Huber, Inc.",383.55
27004,27004_SFB,Star Financial Bank,383.55
27490,27490_AGRACEHOSPICE-MSN-DR,Agrace Hospicecare Inc,383.55
30457,,,383.55
30710,30710_SPECT-19-AS,Spectrum Health,383.55
33145,33145_ASN-BETHANYBCS,Bethany Christian Services,383.55
33372,33372_SPARTAN-AS,Spartan Stores Inc.,383.55
40035,40035_HASTINGS-INSURANCE-CO,Hastings Insurance Company,383.55
54946,54946_MH105-METRO-HEALTH-HOSPITAL,Metro Health,383.55
64218,64218_AUTSGR,Midstate Security,383.55
393483,393483_YEO-YEO,Yeo & Yeo CPAs & Business Consultants,383.55
395072,395072_ODBM-3000,Our Daily Bread Ministries,383.55
395352,395352_CAC-GR1,Credit Acceptance Corporation,383.55
395594,395594_CONSUMERSENERGYCO-ASN,Consumers Energy Company,383.55
395731,395731_STRATOSPEEDCOM-01,Stratos,383.55
398383,398383_WMBB-WMF-7000,"Point Broadband Fiber Holding, LLC",383.55
400129,400129_GMI-AS,"Graphic Magic, Inc.",383.55
54713,54713_CAMC,"CAMC Health System, Inc.",383.55
14814,14814_VSE14814,V.S. Enterprises LTD,383.55
32885,32885_IHS-ASN-27,UnityPoint Health,383.55
40454,40454_MMUIA-NET-15,Manning Municipal Utilities,383.55
393575,393575_PCSIA-3710,"Professional Computer Solutions, LLC",383.55
397833,397833_CITY-OF-VINTON-01,City of Vinton,383.55
55236,55236_CBC,CBC,383.55
26703,26703_KALONA-TELCO-AS,Kalona Cooperative Telephone Company,383.55
396461,396461_NATEL-ASN1,Natel Broadband,383.55
21713,21713_BULLOCH,"Bulloch County Rural Telephone Cooperative, Inc.",383.55
33067,33067_CLASSICSOUTHCOMM,"Classic South Communications, L.L.C.",383.55
393740,393740_PROGRESSIVETEL,"Progressive Rural Telephone Cooperative, Inc",383.55
397118,397118_GLENWOOD-BGP,Glenwood Telephone Company,383.55
400707,400707_MMH-01,Melissa Memorial Hospital,383.55
11138,11138_BEK-COMMUNICATIONS-INTERNET-ROUTER,BEK Communications Cooperative,383.55
14511,14511_POLAR-COMMUNICATIONS,Polar Communications,383.55
23295,23295_NSWL-3-23295,Northern Skies Wireless LLC,383.55
29744,29744_UTMA,United Telephone Mutual Aid Corporation,383.55
32809,32809_DRN-AS,Dickey Rural Networks,383.55
62688,62688_ICTC,Inter-Community Telephone Co.,383.55
400439,400439_CONSOLIDATEDTELCOM-AS,Consolidated Telcom,383.55
26795,26795_AS-AEN,Arizona Education Network Services Corporation,383.55
1643,1643_BROC-11-ASN,Brockway Television Inc.,383.55
11558,11558_TIU11-ORG,TUSCARORA INTERMEDIATE UNIT,383.55
17177,17177_RIVER-VALLEY-INTERNET,Greater Vision Microwave Networks LLC,383.55
19912,19912_SKYPACKET-MCKEAN,SkyPacket,383.55
20031,20031_SDP-ASN,The School District of Pittsburgh,383.55
22342,22342_TCMC,Geisinger Commonwealth School of Medicine,383.55
26181,26181_NCPRPDC-NCI,North Central Pennsylvania Regional Planning and Development Commission,383.55
27290,27290_DISCRETE-TECH-SVCS,Discrete LLC,383.55
27507,27507_XTREME-INTERNET,Xtreme Internet,383.55
32556,32556_TAHASN,Titusville Area Hospital,383.55
32930,32930_MMCHS,Meadville Medical Center,383.55
47044,,,383.55
53374,53374_NTIU5,Northwest Tri-County IU 5,383.55
397311,397311_WTV1951,Zito Media,383.55
397365,397365_AS190901,Blade Broadband,383.55
397427,397427_BRADFORD-BROADBAND,"Bradford Broadband, LLC",383.55
11020,11020_ANSI,"RUSTIC RESOURCES, LLC",383.55
14264,14264_SAU-AS,Southern Adventist University,383.55
22337,22337_DTBNET,DVS Solutions,383.55
26096,26096_LODDEN,Lodden Services,383.55
26165,26165_CHSCC,Chattanooga State Community College,383.55
54838,54838_NWINC-01,Networks Inc,383.55
55239,55239_VWNA-AS2,"Volkswagen Group of America, Inc.",383.55
64276,64276_CLEVELAND-UTILITIES-FIBER,Cleveland Utilities Authority,383.55
394825,394825_AS-199-193-56-0,Pioneer Technology,383.55
401049,401049_GRYPHO5-01,"Grypho5, LLC",383.55
36152,36152_DAKTRONICS-CORP-ASN-63-85-214-0,Daktronics,383.55
399754,399754_HCHS-30,Harlan County Health System,383.55
4954,4954_CARR,Carroll County Government,383.55
15268,15268_MDARCHIVES,Maryland State Archives,383.55
30067,30067_AACG-AS,"Anne Arundel County, Maryland",383.55
53302,53302_BALTIMORECOUNTYGOVERNMENT,Baltimore County Government,383.55
55111,55111_CALVERT-COUNTY,Calvert County,383.55
393709,393709_HCGAS,"Harford County, Maryland",383.55
398130,398130_MARYLAND-AOC,Maryland Administrative Office of the Courts (AOC),383.55
27027,27027_AIRLINK-INTERNET,AirLink Internet Services,383.55
27046,27046_DNIC-ASBLK-27032-27159,DoD Network Information Center,383.55
56,56_DNIC-AS-00056,DoD Network Information Center,383.55
129,129_DNIC-AS-00129,DoD Network Information Center,383.55
138,138_DNIC-AS-00138,DoD Network Information Center,383.55
190,190_DNIC-AS-00190,Navy Network Information Center (NNIC),383.55
258,258_BRAGGSRI-EGP-AS,"Headquarters, USAISC",383.55
273,273_DNIC-AS-00273,DoD Network Information Center,383.55
300,300_DNIC-AS-00300,DoD Network Information Center,383.55
391,391_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
400,400_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
406,406_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
408,408_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
461,461_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
468,468_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
485,485_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
571,571_DNIC-AS-00571,DoD Network Information Center,383.55
627,627_DNIC-ASBLK-00616-00665,DoD Network Information Center,383.55
664,664_DNIC-ASBLK-00616-00665,DoD Network Information Center,383.55
665,665_DNIC-ASBLK-00616-00665,DoD Network Information Center,383.55
722,722_DNIC-ASBLK-00721-00726,DoD Network Information Center,383.55
1208,1208_DNIC-AS-01208,DoD Network Information Center,383.55
1544,1544_DNIC-ASBLK-01534-01546,"Headquarters, USAISC",383.55
1590,1590_DNIC-ASBLK-01550-01601,DoD Network Information Center,383.55
1602,1602_DNIC-AS-01602,"Headquarters, USAISC",383.55
1636,,,383.55
1772,1772_DNIC-AS-01772,Navy Network Information Center (NNIC),383.55
1904,1904_DNIC-AS-01904,DoD Network Information Center,383.55
1911,1911_DNIC-ASBLK-01910-01914,DoD Network Information Center,383.55
1959,1959_DNIC-AS-01959,DoD Network Information Center,383.55
2046,2046_DNIC-AS-02046,DoD Network Information Center,383.55
2749,2749_DNIC-AS-02749,Navy Network Information Center (NNIC),383.55
3470,3470_DNIC-AS-03470,DoD Network Information Center,383.55
3529,3529_DNIC-AS-03529,DoD Network Information Center,383.55
5052,5052_DNIC-AS-05052,DoD Network Information Center,383.55
5133,5133_DNIC-ASBLK-05120-05376,DoD Network Information Center,383.55
5180,5180_DNIC-ASBLK-05120-05376,DoD Network Information Center,383.55
5182,5182_DNIC-ASBLK-05120-05376,DoD Network Information Center,383.55
5264,5264_DNIC-ASBLK-05120-05376,DoD Network Information Center,383.55
5307,5307_DNIC-ASBLK-05120-05376,DoD Network Information Center,383.55
5329,5329_DNIC-ASBLK-05120-05376,DoD Network Information Center,383.55
5371,5371_DNIC-ASBLK-05120-05376,DoD Network Information Center,383.55
5376,5376_DNIC-ASBLK-05120-05376,DoD Network Information Center,383.55
5831,5831_DNIC-ASBLK-05800-06055,DoD Network Information Center,383.55
5842,5842_DNIC-ASBLK-05800-06055,DoD Network Information Center,383.55
5852,5852_DNIC-ASBLK-05800-06055,DoD Network Information Center,383.55
5927,5927_DNIC-ASBLK-05800-06055,DoD Network Information Center,383.55
5939,5939_DNIC-ASBLK-05800-06055,DoD Network Information Center,383.55
5972,5972_DNIC-ASBLK-05800-06055,DoD Network Information Center,383.55
5982,5982_DNIC-ASBLK-05800-06055,DoD Network Information Center,383.55
27047,27047_DNIC-ASBLK-27032-27159,DoD Network Information Center,383.55
27069,27069_DNIC-ASBLK-27032-27159,DoD Network Information Center,383.55
27135,27135_DNIC-ASBLK-27032-27159,DoD Network Information Center,383.55
27142,27142_DNIC-ASBLK-27032-27159,DoD Network Information Center,383.55
463,463_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
467,467_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
656,656_DNIC-ASBLK-00616-00665,DoD Network Information Center,383.55
1553,1553_DNIC-ASBLK-01550-01601,DoD Network Information Center,383.55
2633,2633_NAS1-AS,National Academy of Sciences,383.55
5839,5839_DNIC-ASBLK-05800-06055,DoD Network Information Center,383.55
147,147_DNIC-AS-00147,DoD Network Information Center,383.55
170,170_DNIC-AS-00170,DoD Network Information Center,383.55
399,399_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
405,405_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
409,409_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
427,427_AFCONC-BLOCK1-AS,Air Force Systems Networking,383.55
619,619_DNIC-ASBLK-00616-00665,DoD Network Information Center,383.55
1516,1516_DNIC-ASBLK-01513-01518,"Headquarters, USAISC",383.55
1600,1600_DNIC-ASBLK-01550-01601,DoD Network Information Center,383.55
1637,1637_DNIC-AS-01637,"Headquarters, USAISC",383.55
1649,1649_DNIC-AS-01649,"Headquarters, USAISC",383.55
1908,1908_DNIC-AS-01908,DoD Network Information Center,383.55
3916,3916_OSIS-PACOM,Joint Intelligence Center Pacific,383.55
3954,3954_DNIC-AS-03954,DoD Network Information Center,383.55
5860,5860_DNIC-ASBLK-05800-06055,DoD Network Information Center,383.55
5958,5958_DNIC-ASBLK-05800-06055,DoD Network Information Center,383.55
27137,27137_DNIC-ASBLK-27032-27159,DoD Network Information Center,383.55
27149,27149_DNIC-ASBLK-27032-27159,DoD Network Information Center,383.55
3472,3472_DNIC-AS-03472,DoD Network Information Center,383.55
27154,27154_DNIC-ASBLK-27032-27159,DoD Network Information Center,383.55
27166,27166_CONTERRA,Conterra,383.55
399250,399250_NAMEHERO-KCDC,"Name Hero, LLC",383.55
4497,4497_UPSTEL-NET,Upsala Co-operative Telephone Association,383.55
36305,36305_AMTA-AS1,The Albany Mutual Telephone Association,383.55
53949,53949_BCT-AS1,Benton Cooperative Telephone Company,383.55
401360,401360_STEARNSBANK-AS-02,"Stearns Financial Services, Inc",383.55
400470,400470_REMC10-ASN,Tuscola Intermediate School District,383.55
27349,27349_DNI-4305,"Definitive Networks, Inc.",383.55
36463,36463_ASN-STRAUSS,"Martin Strauss Technologies, LLC",383.55
14712,14712_AS-ONESC,"One Step Consulting, Inc.",383.55
47019,47019_EGI,Ergonomic Group Inc.,383.55
53754,53754_LCPA-AS,"Lincoln Center for the Performing Arts, Inc.",383.55
399374,399374_LERU,Le-Ru Telephone Company,383.55
7905,7905_SOONER-AS,Sooner Technology,383.55
30312,30312_NETGATE,Netgate,383.55
400781,400781_XTC-NA-ASN-01,XenTegra Connect,383.55
11665,11665_NORTH-RIDGE,North Ridge,383.55
33677,33677_509FIBER,509fiber,383.55
46508,46508_WWP,Wwpass Corporation,383.55
21586,21586_SWKO,SWKO - SouthWest Kansas Online,383.55
53383,53383_PROMISE-REGIONAL-MEDICAL-CENTER---HUTCHINSON-INC,Hutchinson Regional Medical Center,383.55
396347,396347_HCC-ASN,Hutchinson Community College,383.55
397851,397851_SCCC-LIBERAL-01,Seward County Community College,383.55
33601,33601_OUTREACHBROADBAND,"Outreach Broadband, Inc.",383.55
40063,40063_PYRANAH-COMMUNICATIONS,"Pyranah Communications, LLC",383.55
53839,53839_AS-EPSILON,"Epsilon, Inc.",383.55
16882,16882_CASHMAN-EQUIPMENT-CO-ASN,CASHMAN EQUIPMENT COMPANY,383.55
27506,27506_CROWNCASTLE-AS27506,Crown Castle Fiber LLC,383.55
53284,53284_SR-TELECOM,Standing Rock Telecom,383.55
27541,27541_FTNET,Frontier Telenet,383.55
3384,3384_CELT,Center for Educational Leadership and Technology,383.55
21609,21609_SENTINEL-BENEFITS-GROUP,"Sentinel Benefits Group, INC",383.55
22989,22989_FREEASINFREEDOM,"Free Software Foundation, Inc.",383.55
26251,26251_SIRIUS-1,"Prospeed.Net,Inc.",383.55
26527,26527_LIGHTWAVE-NETWORKS,LightWave Networks,383.55
27259,27259_AMERICAN-STUDENT-ASSISTANCE,American Student Assistance,383.55
54611,54611_ITSYOURIT,"Intelligent Technology Solutions, Inc.",383.55
54613,54613_CVDN,Converted Networks LLC,383.55
62528,62528_CNV-MTK-CORP,"Convey Compliance Systems, Inc.",383.55
393563,393563_ACTIFIO-AS,"Actifio, Inc.",383.55
395164,395164_NORTHERNLIGHT,Northern Light Single Point LLC,383.55
397116,397116_WMLPNET-AS-01,Wellesley Municipal Light Plant,383.55
397127,397127_IRACING,"IRACING.COM MOTORSPORT SIMULATIONS, LLC",383.55
399348,399348_JEANCOMPUTECH-CORPORATION,JeanComputech Corporation,383.55
64284,64284_CIC-AS-PRIMARY,"CoolSys Commercial & Industrial Solutions, Inc.",383.55
11110,11110_SERVERCLOUD,SERVERCLOUD,383.55
22760,22760_ECNMEDIA,"Entertainment Communications Network, Inc.",383.55
26663,26663_BANTELUSACORP-01,BANTEL-USA CORP,383.55
47718,47718_IMSHealth,IQVIA SOLUTIONS HQ LTD,383.55
27236,27236_CLEVELANDHEIGHTSUNIVERSITYHEIGHTSCITYSCHOOLS,Cleveland Heights University Heights City Schools,383.55
26789,26789_USERSONLNET,"Fiserv Solutions, LLC",383.55
399087,399087_ROOFTOP-NET-01,"Rooftop, LLC",383.55
13820,13820_VACARES,Vacares LLC,383.55
30707,30707_YABOIII,YaBoiii,383.55
40896,40896_CLOUDIGITAL,"ClouDigital, LLC",383.55
40924,40924_HSS-ASN,Harley Security Solutions LLC,383.55
48652,48652_V6Market,Tnex Inc.,383.55
54190,54190_LDSM-AS,"Leads Media, Inc",383.55
54561,54561_SECUREDRAGON,Secure Dragon LLC.,383.55
393336,393336_CATALYST,Catalyst Host LLC,383.55
394727,394727_NODISTO,"Nodisto IT, LLC",383.55
395044,395044_APTLABS-NET,Apt Labs,383.55
395454,395454_KUKUI-NET1,Kukui,383.55
398835,398835_LINKED-LAKES,Linked Lakes,383.55
399910,399910_SIPNAV,SipNav LLC,383.55
400161,400161_HAWAIIRESEARCH,Academy for Internet Research Limited Liability Company,383.55
401298,401298_SIPNAV-WEST,SipNav LLC,383.55
401299,401299_SIPNAV-EAST,SipNav LLC,383.55
32170,32170_SLVRMC,San Luis Valley Regional Medical Center,383.55
7350,7350_METCOMM,"MetComm.Net, LLC",383.55
11799,11799_AS11799,"JMC Capital, LLC",383.55
15338,15338_CEROBI,CEROBI LLC,383.55
16925,16925_COSMB-MAIN-NET-00,Cloud Optimized SMB LLC,383.55
26627,26627_AS-PILOSOFT,"Pilosoft, Inc.",383.55
29934,29934_NETACOM,"Netadyne Networks, Inc.",383.55
35935,35935_POL3-1,Polarity3 Consulting,383.55
40015,40015_MOVECLICKLLC,"Atlantic Metro Communications II, Inc.",383.55
40159,40159_PRINCETON-REGIONAL-SCHOOLS,Princeton Public Schools,383.55
53948,53948_ONEIRIC,"Oneiric Systems, LLC",383.55
30151,30151_SLI-ASN,"Silver Lake Internet, LLC",383.55
12171,12171_FASTENTERPRISES,"Fast Enterprises, LLC",383.55
21631,21631_CHFA-COLORADO,Colorado Housing and Finance Authority,383.55
40728,40728_GEARHOST,"GearHost, Inc.",383.55
16486,16486_WEYERHAEUSER,Weyerhaeuser Company,383.55
36471,36471_KDSS-23-36471,"Kratos Defense & Security Solutions, Inc.",383.55
40215,40215_CONTRANCORP-DAL,Contran Corporation,383.55
63333,63333_ASN-ONEOK-INC,ONEOK,383.55
400806,400806_CLEARLYIP-CA,Clearly IP Inc,383.55
14292,14292_CSC-VISA,CSC Consular Services Inc.,383.55
53742,53742_HRH-ASN,Houlton Regional Hospital,383.55
10653,10653_MVANET,USAI.NET,383.55
20289,20289_AS-ISGNOC,ISG Technology,383.55
22346,22346_NRZ-NETWORK,Newroads Telecom,383.55
29734,29734_TDA,Tuttle Development Authority,383.55
394579,394579_OKLAHOMA-WESTERN,Oklahoma Western Telephone Company,383.55
397362,397362_HTS-WIRELESS-01,"Hudson Technology Solutions, Inc.",383.55
399702,399702_TFN,"Trace Fiber Networks, LLC.",383.55
399706,399706_ASMOKC,"SMG Holdings, LLC",383.55
400396,400396_JCMH,Jackson County Memorial Hospital,383.55
20213,20213_GIFFORD-WIRELESS,Gifford Wireless Inc,383.55
32826,32826_TZPRINT,Three-Z Printing Co.,383.55
33095,33095_MAYER-NETWORKS,Mayer Networks Inc,383.55
